@relation bugset2

@attribute loc numeric
@attribute v(g) numeric
@attribute ev(g) numeric
@attribute iv(g) numeric
@attribute n numeric
@attribute v numeric
@attribute l numeric
@attribute d numeric
@attribute i numeric
@attribute e numeric
@attribute b numeric
@attribute t numeric
@attribute lOCode numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute uniq_Op numeric
@attribute uniq_Opnd numeric
@attribute total_Op numeric
@attribute total_Opnd numeric
@attribute branchCount numeric
@attribute defects {false,true}

@data
8,3,1,2,18,64.53,0.18,5.6,11.52,361.36,0.02,20.08,6,0,0,7,5,10,8,5,false
12,2,1,2,33,142.62,0.2,5,28.52,713.12,0.05,39.62,9,0,1,8,12,18,15,3,false
25,10,6,3,102,505.33,0.04,24.89,20.3,12579.06,0.17,698.84,19,0,4,17,14,61,41,19,false
24,2,1,2,85,354.44,0.05,18.75,18.9,6645.82,0.12,369.21,18,0,4,10,8,55,30,3,false
25,1,1,1,71,325.53,0.1,9.64,33.76,3139.06,0.11,174.39,18,3,1,10,14,44,27,1,false
11,2,1,1,28,118.94,0.17,5.85,20.33,695.81,0.04,38.66,7,0,2,9,10,15,13,3,true
26,4,1,4,33,128.93,0.31,3.25,39.67,419.01,0.04,23.28,21,2,1,5,10,20,13,7,false
37,3,1,3,55,267.19,0.11,8.87,30.13,2369.08,0.09,131.62,22,7,4,14,15,36,19,4,true
143,13,1,12,695,4996.93,0.04,28.52,175.18,142535.33,1.67,7918.63,11,57,93,24,122,405,290,25,true
25,6,4,1,69,312.13,0.05,19.5,16.01,6086.45,0.1,338.14,19,0,4,13,10,39,30,11,false
4,1,1,1,7,11.09,0.67,1.5,7.4,16.64,0,0.92,3,0,0,2,4,2,8,1,false
53,5,1,5,113,579.61,0.1,9.65,60.05,5594.49,0.19,310.8,47,0,0,12,23,76,37,8,true
15,3,1,3,41,187.98,0.12,8.03,23.39,1511.1,0.06,83.95,12,0,1,11,13,22,19,5,false
16,1,1,1,33,144.95,0.23,4.31,33.65,624.38,0.05,34.69,7,3,4,8,13,19,14,1,false
44,10,10,6,124,699.84,0.08,11.79,59.38,8248.09,0.23,458.23,34,1,6,15,35,69,55,19,true
17,2,1,2,38,161.42,0.13,7.78,20.75,1255.5,0.05,69.75,11,1,3,10,9,24,14,3,false
33,6,1,5,172,989.84,0.05,18.46,53.63,18269.63,0.33,1014.98,7,30,31,19,35,104,68,11,true
12,3,1,1,26,104,0.12,8.33,12.48,866.67,0.03,48.15,8,0,2,10,6,16,10,5,false
41,4,1,4,85,421.11,0.1,10.47,40.21,4409.92,0.14,245,35,0,3,13,18,56,29,7,true
30,4,1,4,122,630.73,0.05,20.71,30.45,13065.14,0.21,725.84,3,3,12,15,21,64,58,7,false
38,4,3,4,94,489.69,0.09,11.57,42.34,5663.36,0.16,314.63,27,3,3,14,23,56,38,7,false
89,16,14,13,285,1624.63,0.03,37.26,43.6,60530.39,0.54,3362.8,67,10,10,21,31,175,110,31,true
102,32,28,15,478,2737.95,0.01,68.23,40.13,186819.18,0.91,10378.84,83,7,9,23,30,300,178,63,false
11,1,1,1,25,106.2,0.18,5.56,19.12,589.99,0.04,32.78,6,0,3,10,9,15,10,1,false
20,2,1,2,42,195.04,0.07,14.88,13.11,2901.25,0.07,161.18,15,0,2,17,8,28,14,3,false
14,3,3,2,25,100,0.16,6.43,15.56,642.86,0.03,35.71,13,0,1,9,7,15,10,5,false
22,1,1,1,75,352.53,0.1,9.9,35.61,3490.08,0.12,193.89,15,0,5,11,15,48,27,1,false
22,5,1,5,53,196.12,0.1,10.29,19.07,2017.27,0.07,112.07,17,0,3,6,7,29,24,9,false
6,1,1,1,23,87.57,0.11,8.75,10.01,766.23,0.03,42.57,4,0,0,10,4,16,7,1,false
8,1,1,1,11,36.54,0.4,2.5,14.62,91.35,0.01,5.08,4,0,0,5,5,6,5,1,false
27,4,3,2,60,294.41,0.09,11,26.76,3238.55,0.1,179.92,19,5,1,15,15,38,22,7,false
32,4,1,4,62,301.19,0.07,13.54,22.25,4077.71,0.1,226.54,24,1,4,16,13,40,22,7,false
9,3,3,2,50,216.1,0.07,13.5,16.01,2917.3,0.07,162.07,5,0,2,12,8,32,18,5,true
34,3,1,3,70,343.48,0.1,9.67,35.53,3320.33,0.11,184.46,20,6,4,12,18,41,29,5,false
11,2,1,2,45,194.49,0.06,16.71,11.64,3250.71,0.06,180.59,10,0,1,13,7,27,18,3,false
30,3,1,3,74,325.03,0.09,10.88,29.89,3534.72,0.11,196.37,24,0,4,9,12,45,29,5,false
24,6,6,4,84,434.27,0.05,21.88,19.85,9499.74,0.14,527.76,19,0,3,20,16,49,35,11,false
6,1,1,1,35,143.06,0.16,6.22,22.99,890.16,0.05,49.45,5,1,0,8,9,21,14,1,false
102,13,10,11,304,1899.37,0.03,28.86,65.81,54815.82,0.63,3045.32,85,3,6,26,50,193,111,25,false
5,1,1,1,8,24,0.4,2.5,9.6,60,0.01,3.33,2,0,0,5,3,5,3,1,false
53,3,1,3,158,851.99,0.06,16.92,50.34,14418.23,0.28,801.01,32,5,11,16,26,103,55,5,false
21,1,1,1,79,341.43,0.09,10.64,32.1,3631.6,0.11,201.76,14,0,5,9,11,53,26,1,false
20,3,1,2,111,569.35,0.05,20.12,28.3,11453.99,0.19,636.33,15,0,3,18,17,73,38,5,false
166,35,9,25,562,3749.9,0.03,32.72,114.59,122715.58,1.25,6817.53,145,4,15,22,80,324,238,69,false
79,10,4,6,235,1333.02,0.04,28,47.61,37324.56,0.44,2073.59,60,4,13,17,34,123,112,19,false
12,1,1,1,16,60.92,0.29,3.5,17.41,213.21,0.02,11.85,4,4,2,7,7,9,7,1,false
53,6,1,3,176,942.93,0.03,30.23,31.19,28502.18,0.31,1583.45,37,2,10,19,22,106,70,11,true
70,12,1,4,223,1238.67,0.04,27.48,45.07,34042.87,0.41,1891.27,58,2,8,17,30,126,97,23,true
37,5,3,5,93,469.13,0.09,11.42,41.08,5357.94,0.16,297.66,33,1,2,14,19,62,31,8,false
12,4,3,2,30,135.71,0.11,9.38,14.48,1272.25,0.05,70.68,9,0,1,15,8,20,10,7,false
21,3,1,3,52,255.16,0.1,10.29,24.81,2624.49,0.09,145.8,15,0,3,16,14,34,18,5,false
8,1,1,1,11,30.88,0.67,1.5,20.59,46.32,0.01,2.57,4,0,2,3,4,7,4,1,false
11,2,1,2,18,68.53,0.19,5.33,12.85,365.51,0.02,20.31,7,0,2,8,6,10,8,3,false
33,3,1,3,109,563.52,0.09,11.22,50.22,6322.71,0.19,351.26,23,0,6,11,25,58,51,5,false
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
28,6,1,1,50,232.19,0.11,8.77,26.48,2036.15,0.08,113.12,21,0,5,12,13,31,19,7,false
20,2,1,2,70,332.84,0.12,8.53,39.02,2838.95,0.11,157.72,16,0,2,10,17,41,29,3,false
13,2,1,2,27,110.36,0.29,3.5,31.53,386.27,0.04,21.46,11,0,0,7,10,17,10,3,false
9,2,1,2,26,108.42,0.18,5.5,19.71,596.3,0.04,33.13,0,2,3,9,9,15,11,3,false
6,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,3,0,1,4,3,4,3,1,true
36,3,1,3,89,445,0.08,13.22,33.66,5883.89,0.15,326.88,25,5,4,14,18,55,34,5,true
20,4,1,3,45,197.65,0.11,9.09,21.74,1796.86,0.07,99.83,15,0,3,10,11,25,20,7,false
18,1,1,1,48,207.45,0.12,8.18,25.36,1697.34,0.07,94.3,10,1,1,9,11,28,20,1,false
52,4,1,3,78,337.11,0.07,13.5,24.97,4550.99,0.11,252.83,33,9,7,9,11,45,33,7,false
6,1,1,1,21,79.95,0.36,2.78,28.78,222.1,0.03,12.34,4,0,0,5,9,11,10,1,false
30,3,1,2,114,633.22,0.06,16.45,38.5,10415.43,0.21,578.63,26,0,4,18,29,61,53,5,false
8,2,1,1,17,62.91,0.15,6.75,9.32,424.63,0.02,23.59,6,0,0,9,4,11,6,3,true
33,3,1,3,114,564.78,0.05,20.59,27.43,11627.79,0.19,645.99,23,0,8,14,17,64,50,4,false
29,6,6,3,115,580.11,0.06,16.58,34.99,9617.54,0.19,534.31,26,0,1,14,19,70,45,11,false
23,5,1,4,114,579.97,0.05,22,26.36,12759.36,0.19,708.85,18,0,3,17,17,70,44,9,false
61,8,1,7,166,932.04,0.04,28.52,32.68,26580.45,0.31,1476.69,43,3,12,22,27,96,70,12,true
20,2,1,2,31,133.98,0.15,6.5,20.61,870.87,0.04,48.38,10,1,7,10,10,18,13,3,true
39,5,1,2,108,540,0.06,15.94,33.87,8610,0.18,478.33,31,0,6,14,18,67,41,9,true
108,19,1,16,295,1789.5,0.03,34.24,52.26,61279.34,0.6,3404.41,90,0,13,26,41,187,108,33,false
4,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,2,0,3,4,1,4,1,1,false
6,1,1,1,10,31.7,0.33,3,10.57,95.1,0.01,5.28,4,0,0,6,3,7,3,1,false
21,1,1,1,76,365.36,0.16,6.2,58.93,2265.23,0.12,125.85,14,0,0,8,20,45,31,1,true
4,1,1,1,6,15.51,0.5,2,7.75,31.02,0.01,1.72,0,0,0,4,2,4,2,1,false
30,2,1,2,82,420.6,0.09,11,38.24,4626.61,0.14,257.02,24,0,3,14,21,49,33,3,false
11,2,1,2,38,166.91,0.22,4.5,37.09,751.09,0.06,41.73,9,0,0,7,14,20,18,3,false
94,16,9,5,218,1236.59,0.03,34.52,35.83,42683.63,0.41,2371.31,66,19,6,22,29,127,91,31,true
22,4,4,3,98,531.77,0.08,12.75,41.71,6780.12,0.18,376.67,0,0,0,17,26,59,39,7,false
7,1,1,1,37,103.87,0.07,15,6.92,1558.08,0.03,86.56,5,0,0,5,2,25,12,1,false
47,6,4,3,154,882.1,0.05,20.3,43.45,17909.3,0.29,994.96,39,0,6,20,33,87,67,11,false
16,1,1,1,42,171.67,0.13,7.88,21.8,1351.93,0.06,75.11,9,0,5,9,8,28,14,1,false
28,3,1,3,47,162.59,0.1,10.2,15.94,1658.45,0.05,92.14,24,0,2,6,5,30,17,5,false
62,12,12,1,126,656.39,0.06,17.39,37.75,11412.25,0.22,634.01,39,19,4,15,22,75,51,23,false
6,2,1,2,19,70.31,0.16,6.4,10.99,449.97,0.02,25,3,0,1,8,5,11,8,3,false
46,6,4,5,141,783.2,0.04,22.59,34.67,17694.45,0.26,983.03,36,0,8,20,27,80,61,11,false
33,12,8,7,146,760.58,0.04,24.38,31.2,18543.67,0.25,1030.2,20,8,3,16,21,82,64,23,false
9,1,1,1,33,134.89,0.13,7.86,17.17,1059.82,0.04,58.88,5,0,2,10,7,22,11,1,false
96,2,1,2,262,1572,0.1,10.39,151.29,16334.51,0.52,907.47,60,17,16,9,55,135,127,3,false
24,1,1,1,83,358.72,0.07,15.14,23.7,5429.72,0.12,301.65,15,3,4,9,11,46,37,1,false
125,23,10,16,312,1994.4,0.05,21.17,94.22,42214.86,0.66,2345.27,100,10,12,21,63,185,127,45,true
17,1,1,1,41,177.2,0.2,5.12,34.64,906.44,0.06,50.36,11,2,2,7,13,22,19,1,false
131,42,37,25,670,4247.7,0.02,63.11,67.31,268068.45,1.42,14892.69,115,12,1,26,55,403,267,83,false
99,15,5,12,326,1948.59,0.03,28.84,67.57,56191.99,0.65,3121.78,78,4,15,20,43,202,124,29,false
34,8,5,1,93,460.74,0.03,40,11.52,18429.61,0.15,1023.87,19,3,9,20,11,49,44,15,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,3,2,3,2,1,false
28,9,9,1,77,366.13,0.06,17.5,20.92,6407.21,0.12,355.96,23,1,1,15,12,49,28,17,false
5,2,1,1,15,53.77,0.33,3,17.92,161.32,0.02,8.96,3,0,0,6,6,9,6,3,false
68,8,1,3,77,388.42,0.08,12.24,31.75,4752.41,0.13,264.02,32,26,8,16,17,51,26,10,false
33,3,3,2,131,753.89,0.11,8.86,85.12,6677.31,0.25,370.96,25,1,5,12,42,69,62,5,false
8,2,1,2,28,100.38,0.15,6.5,15.44,652.46,0.03,36.25,5,0,1,6,6,15,13,3,false
19,3,1,1,32,121.84,0.1,9.9,12.31,1206.17,0.04,67.01,15,0,2,9,5,21,11,5,false
48,9,3,3,97,501.48,0.03,38.64,12.98,19375.47,0.17,1076.41,26,7,8,25,11,63,34,17,false
31,5,1,2,57,264.7,0.12,8.31,31.86,2199.04,0.09,122.17,25,0,0,12,13,39,18,9,false
207,11,1,4,413,2806.09,0.03,31.48,89.13,88339.99,0.94,4907.78,102,56,46,30,81,243,170,19,false
34,8,1,2,75,348.29,0.05,19.09,18.24,6649.16,0.12,369.4,28,0,4,14,11,45,30,15,false
238,16,16,16,380,2166.17,0.03,34.26,63.23,74205.86,0.72,4122.55,147,51,37,15,37,211,169,31,false
1882,286,82,197,5392,55140.81,0.01,188.01,293.29,10367010.97,18.38,575945.03,1599,78,202,172,1026,3149,2243,503,true
14,2,1,2,32,128,0.07,14.3,8.95,1830.4,0.04,101.69,11,0,1,11,5,19,13,3,false
97,39,1,2,215,1507.41,0.04,23.83,63.25,35923.67,0.5,1995.76,85,5,5,46,83,129,86,40,false
62,5,1,2,382,2349.2,0.03,34.51,68.07,81070.55,0.78,4503.92,42,13,7,20,51,206,176,9,false
17,7,7,7,65,294.03,0.08,12.55,23.44,3688.76,0.1,204.93,9,1,2,12,11,42,23,13,false
187,20,7,18,531,3614.71,0.03,39.13,92.37,141452.57,1.2,7858.48,143,14,26,29,83,307,224,37,true
68,9,1,9,225,1306.65,0.06,18,72.59,23519.79,0.44,1306.65,54,1,11,14,42,117,108,17,false
9,3,1,1,23,92,0.13,7.5,12.27,690,0.03,38.33,6,0,0,10,6,14,9,5,false
20,3,1,2,33,140.18,0.13,7.56,18.54,1060.12,0.05,58.9,12,2,2,11,8,22,11,5,false
34,6,1,3,123,650.1,0.06,15.94,40.79,10361.04,0.22,575.61,24,3,5,15,24,72,51,11,true
88,15,14,14,298,1760.25,0.03,29.62,59.44,52130.58,0.59,2896.14,64,8,12,21,39,188,110,29,false
11,6,1,3,51,230.7,0.1,10.36,22.26,2390.91,0.08,132.83,9,0,0,12,11,32,19,11,false
28,3,1,3,45,213.97,0.1,9.69,22.08,2073.86,0.07,115.21,16,4,3,14,13,27,18,5,true
252,69,59,52,1427,9309.12,0.01,113.26,82.19,1054328.69,3.1,58573.82,234,7,5,26,66,852,575,137,true
5,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,4,3,4,3,1,false
28,1,1,1,89,418.34,0.11,8.74,47.89,3654.32,0.14,203.02,19,0,5,9,17,56,33,1,false
22,5,1,5,155,846.21,0.09,11.33,74.67,9590.4,0.28,532.8,15,2,3,11,33,87,68,9,false
33,2,1,2,45,200.67,0.2,4.9,40.95,983.3,0.07,54.63,19,9,3,7,15,24,21,3,true
14,3,1,1,28,114.45,0.12,8.57,13.35,980.99,0.04,54.5,10,0,2,10,7,16,12,5,true
11,1,1,1,37,144.55,0.12,8.25,17.52,1192.58,0.05,66.25,8,0,1,9,6,26,11,1,false
31,4,1,2,123,615,0.03,29.57,20.8,18186.43,0.21,1010.36,25,0,4,18,14,77,46,7,false
37,4,1,4,99,507.8,0.05,20.65,24.59,10484.56,0.17,582.48,26,1,7,18,17,60,39,7,false
77,2,1,2,290,1691.54,0.06,15.78,107.18,26696.88,0.56,1483.16,60,0,14,11,46,158,132,3,false
18,5,1,2,55,233.64,0.06,15.81,14.78,3694.37,0.08,205.24,12,0,3,11,8,32,23,9,false
15,3,3,1,30,125.1,0.12,8.64,14.47,1081.2,0.04,60.07,8,0,5,11,7,19,11,5,false
40,1,1,1,181,982.15,0.22,4.62,212.8,4533.02,0.33,251.83,37,0,1,4,39,91,90,1,false
15,3,1,3,23,85.11,0.21,4.67,18.24,397.18,0.03,22.07,13,0,0,7,6,15,8,5,true
16,2,1,2,42,192.57,0.11,9.1,21.16,1752.37,0.06,97.35,0,13,5,14,10,29,13,3,false
124,7,1,3,643,4005.13,0.03,36.63,109.36,146687.9,1.34,8149.33,112,0,10,15,60,350,293,13,true
14,3,1,1,28,103.61,0.13,8,12.95,828.9,0.03,46.05,11,0,1,8,5,18,10,5,true
148,12,1,6,523,3216.32,0.01,70,45.95,225142.24,1.07,12507.9,124,1,18,28,43,308,215,22,false
28,11,11,10,121,610.37,0.07,13.43,45.45,8196.42,0.2,455.36,25,0,1,12,21,74,47,21,false
15,2,1,2,29,116,0.21,4.67,24.86,541.33,0.04,30.07,10,0,3,7,9,17,12,3,false
22,3,1,3,46,205.13,0.08,13,15.78,2666.74,0.07,148.15,13,1,6,13,9,28,18,5,false
12,2,1,2,35,156.08,0.12,8.5,18.36,1326.68,0.05,73.7,9,0,1,11,11,18,17,3,false
178,6,3,4,544,3689.06,0.03,30.25,121.95,111594.06,1.23,6199.67,109,33,34,22,88,302,242,11,false
42,3,1,3,188,1091.78,0.03,32.25,33.85,35218.8,0.36,1956.6,34,0,8,25,31,108,80,5,false
141,28,14,22,391,2228.87,0.02,49.79,44.77,110976.25,0.74,6165.35,116,11,11,21,31,244,147,55,false
35,5,1,4,64,320,0.12,8.21,38.97,2627.37,0.11,145.96,28,0,4,13,19,40,24,9,true
109,7,4,5,327,1976.52,0.03,35.71,55.34,70589.89,0.66,3921.66,73,13,21,24,42,202,125,13,true
42,4,1,4,128,685.77,0.06,16.32,42.02,11191.71,0.23,621.76,34,0,6,16,25,77,51,7,false
9,2,1,2,14,46.51,0.4,2.5,18.6,116.27,0.02,6.46,6,1,0,5,5,9,5,3,false
9,4,4,1,28,114.45,0.11,9.29,12.33,1062.74,0.04,59.04,6,0,1,10,7,15,13,7,false
120,19,6,11,318,1998.76,0.04,22.41,89.18,44799.75,0.67,2488.87,85,20,10,20,58,188,130,37,false
107,1,1,1,369,1828.1,0.04,24.7,74.03,45146.08,0.61,2508.12,91,2,12,8,23,227,142,1,false
11,4,3,1,47,199.65,0.05,19.5,10.24,3893.23,0.07,216.29,9,0,0,13,6,29,18,7,false
16,2,1,2,61,286.73,0.09,11,26.07,3154,0.1,175.22,13,0,1,13,13,39,22,3,false
75,7,5,6,235,1382.42,0.04,26.53,52.12,36670.54,0.46,2037.25,43,14,15,21,38,139,96,13,false
53,5,1,5,160,878.7,0.06,18,48.82,15816.54,0.29,878.7,27,4,20,18,27,106,54,9,true
137,19,5,16,327,1976.52,0.04,26.09,75.77,51561.31,0.66,2864.52,112,9,14,20,46,207,120,37,true
17,3,1,3,54,237.19,0.12,8.63,27.5,2045.72,0.08,113.65,14,0,1,9,12,31,23,5,false
22,5,5,3,57,261.33,0.08,13,20.1,3397.46,0.09,188.75,17,0,3,12,12,31,26,9,false
6,1,1,1,16,41.36,0.17,6,6.89,248.16,0.01,13.79,4,0,0,4,2,10,6,1,false
63,5,1,5,103,489.75,0.09,10.59,46.25,5185.62,0.16,288.09,48,3,10,10,17,67,36,9,false
59,5,1,4,138,713.45,0.06,15.83,45.08,11291.12,0.24,627.28,49,4,4,13,23,82,56,9,false
19,3,1,3,27,105.49,0.15,6.75,15.63,712.03,0.04,39.56,10,7,0,9,6,18,9,5,false
5,1,1,1,4,8,1,1,8,8,0,0.44,2,0,0,2,2,2,2,1,false
12,2,1,2,27,116.69,0.15,6.75,17.29,787.67,0.04,43.76,7,0,3,12,8,18,9,3,false
73,23,23,20,310,1838.53,0.03,32.43,56.68,59634.32,0.61,3313.02,53,7,11,22,39,195,115,45,false
58,8,8,5,179,977.24,0.05,20.86,46.85,20382.4,0.33,1132.36,47,4,3,16,28,106,73,15,false
6,2,1,1,14,50.19,0.24,4.2,11.95,210.8,0.02,11.71,4,0,0,7,5,8,6,3,false
57,16,16,15,212,1196.5,0.03,31.86,37.55,38122.89,0.4,2117.94,53,0,2,21,29,124,88,31,false
38,2,1,2,87,387.97,0.09,11.42,33.96,4431.82,0.13,246.21,22,4,9,9,13,54,33,3,false
8,1,1,1,16,55.35,0.23,4.38,12.65,242.16,0.02,13.45,5,0,1,7,4,11,5,1,false
9,1,1,1,56,237.88,0.17,6,39.65,1427.3,0.08,79.29,7,0,0,6,13,30,26,1,false
17,3,3,3,29,116,0.13,7.5,15.47,870,0.04,48.33,12,0,2,10,6,20,9,5,false
32,11,9,4,107,591.02,0.06,16.92,34.92,10001.9,0.2,555.66,27,0,5,20,26,63,44,21,false
472,13,6,7,2077,15690.88,0.01,70.05,224.01,1099074.9,5.23,61059.72,325,73,72,23,165,1072,1005,25,false
11,2,1,2,34,149.34,0.27,3.75,39.82,560.02,0.05,31.11,11,0,0,7,14,19,15,3,false
81,21,7,12,260,1609.35,0.04,24.03,66.98,38670.93,0.54,2148.38,57,7,14,21,52,141,119,41,false
23,4,4,4,61,293.25,0.09,10.83,27.07,3176.86,0.1,176.49,15,2,4,13,15,36,25,7,false
20,5,1,1,43,185.84,0.16,6.11,30.41,1135.71,0.06,63.09,18,0,0,11,9,33,10,6,false
18,2,1,2,50,240.37,0.25,4,60.09,961.47,0.08,53.42,12,1,3,7,21,26,24,3,false
8,1,1,1,31,131.69,0.4,2.5,52.67,329.21,0.04,18.29,4,0,0,5,14,17,14,1,false
21,3,1,1,62,284.27,0.07,15.36,18.5,4367.39,0.09,242.63,13,0,2,13,11,36,26,5,false
23,3,1,2,126,661.24,0.05,19.8,33.4,13092.53,0.22,727.36,18,0,3,18,20,82,44,5,false
20,3,1,3,39,168.56,0.15,6.72,25.07,1133.07,0.06,62.95,15,0,3,11,9,28,11,5,true
6,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,3,0,1,3,2,3,2,1,false
56,22,1,12,455,2982.34,0.02,53.98,55.25,160995.7,0.99,8944.21,0,1,10,35,59,273,182,40,false
23,2,1,2,86,433.82,0.08,13,33.37,5639.63,0.14,313.31,17,0,4,13,20,46,40,3,true
17,2,1,2,44,193.26,0.11,9.35,20.67,1807,0.06,100.39,14,0,1,11,10,27,17,3,false
8,1,1,1,17,58.81,0.44,2.29,25.73,134.42,0.02,7.47,7,0,1,4,7,9,8,1,false
22,4,4,3,82,389.9,0.07,13.75,28.36,5361.14,0.13,297.84,16,0,4,11,17,44,41,7,false
193,35,16,24,595,3570,0.01,67.04,53.25,239320.61,1.19,13295.59,157,22,12,23,41,356,239,69,true
22,2,1,1,58,269.34,0.13,8,33.67,2154.75,0.09,119.71,17,0,2,10,15,34,24,3,false
35,4,3,2,118,627.99,0.05,20.36,30.85,12784.03,0.21,710.22,23,5,4,19,21,77,45,7,false
45,6,1,5,139,784.5,0.05,19.64,39.94,15409.74,0.26,856.1,34,1,8,22,28,89,50,8,true
83,14,9,13,342,1968.17,0.03,35.38,55.63,69630.72,0.66,3868.37,78,0,2,17,37,188,154,27,true
15,2,1,1,27,102.8,0.22,4.5,22.84,462.59,0.03,25.7,12,0,1,7,7,18,9,3,false
33,5,4,1,121,605,0.05,22.1,27.38,13370.5,0.2,742.81,27,0,4,17,15,82,39,9,false
101,9,1,8,597,3110.04,0.01,97.9,31.77,304488.08,1.04,16916,85,0,13,16,21,340,257,17,false
7,2,1,2,14,50.19,0.33,3,16.73,150.57,0.02,8.36,5,0,0,6,6,8,6,3,false
6,1,1,1,15,49.83,0.29,3.5,14.24,174.4,0.02,9.69,3,0,1,5,5,8,7,1,false
51,6,5,6,116,613.11,0.04,24.23,25.31,14852.51,0.2,825.14,32,13,4,19,20,65,51,11,false
162,15,11,8,479,3028.2,0.03,39.34,76.97,119135.9,1.01,6618.66,107,29,24,23,57,284,195,29,false
11,3,1,2,37,169.64,0.18,5.71,29.69,969.39,0.06,53.86,9,0,0,10,14,21,16,5,false
242,3,3,3,1237,9296.92,0.03,29.78,312.17,276879.2,3.1,15382.18,169,19,52,18,165,691,546,5,true
17,1,1,1,49,227.55,0.19,5.34,42.58,1215.96,0.08,67.55,11,0,4,9,16,30,19,1,false
81,7,1,6,174,971.78,0.07,14.32,67.87,13914.17,0.32,773.01,61,8,10,15,33,111,63,13,false
30,7,5,3,53,229.06,0.05,22.17,10.33,5077.55,0.08,282.09,15,10,3,14,6,34,19,13,false
18,2,1,2,42,199.71,0.11,9.38,21.3,1872.24,0.07,104.01,14,0,2,15,12,27,15,3,false
12,2,1,2,22,78.87,0.18,5.5,14.34,433.78,0.03,24.1,8,0,2,6,6,11,11,3,false
17,8,6,5,35,148.68,0.11,8.94,16.64,1328.8,0.05,73.82,15,0,0,11,8,22,13,15,false
113,15,11,14,527,3493.67,0.03,33.28,104.99,116258.98,1.16,6458.83,88,5,18,25,74,330,197,29,true
22,3,1,3,63,309.13,0.11,9,34.35,2782.21,0.1,154.57,18,0,1,12,18,36,27,5,false
14,2,1,1,37,151.24,0.11,9.29,16.29,1404.34,0.05,78.02,3,0,4,10,7,24,13,3,false
11,2,1,2,33,149.28,0.17,5.96,25.05,889.45,0.05,49.41,9,0,0,11,12,20,13,3,true
5,1,1,1,21,66.57,0.25,4,16.64,266.27,0.02,14.79,3,0,0,4,5,11,10,1,false
9,4,1,2,47,215.49,0.09,11,19.59,2370.43,0.07,131.69,6,0,1,12,12,25,22,7,false
21,2,1,1,59,263.11,0.18,5.44,48.39,1430.64,0.09,79.48,13,1,5,6,16,30,29,3,false
21,2,1,2,62,298.06,0.11,9.06,32.9,2700.04,0.1,150,18,0,1,11,17,34,28,3,false
74,9,5,8,312,1989.01,0.04,26.83,74.12,53371.83,0.66,2965.1,63,1,6,23,60,172,140,17,true
5,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,3,0,0,3,1,3,1,1,false
12,2,1,2,26,98.99,0.13,8,12.37,791.93,0.03,44,9,0,1,8,6,14,12,3,false
72,6,1,1,104,510.32,0.06,18,28.35,9185.7,0.17,510.32,41,13,16,15,15,68,36,11,false
130,3,1,1,567,3837.56,0.04,23.31,164.62,89460.55,1.28,4970.03,113,2,13,16,93,296,271,5,true
6,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,1,0,3,1,3,1,1,false
73,2,1,1,402,2109.67,0.03,35.71,59.07,75345.25,0.7,4185.85,63,0,8,10,28,202,200,3,false
9,1,1,1,22,85.95,0.19,5.25,16.37,451.25,0.03,25.07,5,0,2,9,6,15,7,1,false
404,24,1,12,1586,11778.06,0.02,61.65,191.05,726113.14,3.93,40339.62,322,12,66,25,147,868,725,47,false
17,3,1,3,102,535.29,0.07,14.57,36.74,7799.92,0.18,433.33,2,2,9,17,21,66,36,5,false
10,1,1,1,42,184.48,0.21,4.75,38.84,876.27,0.06,48.68,7,0,1,7,14,23,19,1,false
84,22,11,1,211,1172.02,0.03,31.11,37.67,36462.79,0.39,2025.71,59,14,9,20,27,127,84,43,false
336,68,32,16,1715,12155,0.01,101.46,119.8,1233225.92,4.05,68512.55,216,91,27,40,96,1228,487,133,true
23,5,1,5,51,236.84,0.13,7.85,30.19,1858.26,0.08,103.24,1,20,13,12,13,34,17,9,false
20,3,1,3,68,323.33,0.06,17.5,18.48,5658.32,0.11,314.35,14,0,4,15,12,40,28,5,false
6,1,1,1,17,64.73,0.22,4.5,14.38,291.26,0.02,16.18,1,7,5,9,5,12,5,1,false
31,5,1,2,61,296.34,0.07,13.46,22.02,3988.2,0.1,221.57,29,0,0,17,12,42,19,6,false
32,7,5,1,68,303.24,0.05,20.22,15,6132.21,0.1,340.68,28,0,2,13,9,40,28,13,false
47,5,5,4,112,611.46,0.06,17.5,34.94,10700.49,0.2,594.47,32,5,6,20,24,70,42,9,false
15,2,1,2,42,181.52,0.12,8.5,21.36,1542.93,0.06,85.72,12,0,1,10,10,25,17,3,false
12,4,1,2,31,133.98,0.14,7,19.14,937.86,0.04,52.1,8,0,2,10,10,17,14,7,false
